#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome A","NC_006067.1",715465,716073,"+",2906091,,"YALI0_A07403g","XP_499839.1",202,"YALI0A07403p"
"chromosome A","NC_006067.1",716455,718329,"-",2906130,,"YALI0_A07425g","XP_499840.1",624,"YALI0A07425p"
"chromosome A","NC_006067.1",718992,720782,"-",2906101,,"YALI0_A07447g","XP_499841.1",596,"YALI0A07447p"
"chromosome A","NC_006067.1",724464,726422,"+",2906492,,"YALI0_A07557g","XP_499842.1",652,"YALI0A07557p"
"chromosome A","NC_006067.1",728083,729666,"-",2905893,,"YALI0_A07579g","XP_499843.1",527,"YALI0A07579p"
"chromosome A","NC_006067.1",730865,733021,"-",2906094,,"YALI0_A07601g","XP_499844.1",718,"YALI0A07601p"
"chromosome A","NC_006067.1",739417,740811,"+",2905903,,"YALI0_A07623g","XP_499845.1",464,"YALI0A07623p"
"chromosome A","NC_006067.1",742187,742318,"+",2906093,,"YALI0_A07645g","XP_499846.1",43,"YALI0A07645p"
"chromosome A","NC_006067.1",742426,743463,"-",2905878,,"YALI0_A07667g","XP_499847.1",345,"YALI0A07667p"
"chromosome A","NC_006067.1",743706,746012,"-",2905890,,"YALI0_A07689g","XP_499848.1",768,"YALI0A07689p"
"chromosome A","NC_006067.1",746821,747036,"-",2905875,,"YALI0_A07711g","XP_499849.1",71,"YALI0A07711p"
"chromosome A","NC_006067.1",748278,749111,"+",2906089,,"YALI0_A07733g","XP_499850.1",277,"YALI0A07733p"
"chromosome A","NC_006067.1",749461,750216,"-",2905888,,"YALI0_A07755g","XP_499851.1",251,"YALI0A07755p"
"chromosome A","NC_006067.1",751101,751511,"+",2905895,,"YALI0_A07777g","XP_499852.1",136,"YALI0A07777p"
"chromosome A","NC_006067.1",751957,752378,"+",2905747,,"YALI0_A07799g","XP_499853.1",118,"YALI0A07799p"
"chromosome A","NC_006067.1",752808,754259,"-",2906115,,"YALI0_A07821g","XP_499854.1",483,"YALI0A07821p"
"chromosome A","NC_006067.1",757396,759453,"+",2906111,,"YALI0_A07843g","XP_499855.1",685,"YALI0A07843p"
"chromosome A","NC_006067.1",759782,760240,"+",2906113,,"YALI0_A07865g","XP_499856.1",152,"YALI0A07865p"
"chromosome A","NC_006067.1",760372,761172,"-",2906118,,"YALI0_A07887g","XP_499857.1",266,"YALI0A07887p"
"chromosome A","NC_006067.1",762324,766571,"-",2906145,,"YALI0_A07997g","XP_499858.1",1415,"YALI0A07997p"
"chromosome A","NC_006067.1",773233,774642,"+",2906092,,"YALI0_A08019g","XP_499859.1",469,"YALI0A08019p"
"chromosome A","NC_006067.1",776896,778776,"+",2906114,,"YALI0_A08041g","XP_499860.1",626,"YALI0A08041p"
"chromosome A","NC_006067.1",780423,781736,"-",2906106,,"YALI0_A08063g","XP_499861.1",437,"YALI0A08063p"
"chromosome A","NC_006067.1",784317,785971,"+",2905885,,"YALI0_A08077g","XP_499862.1",327,"YALI0A08077p"
"chromosome A","NC_006067.1",786218,787417,"+",2905872,,"YALI0_A08107g","XP_499863.1",399,"YALI0A08107p"
"chromosome A","NC_006067.1",790613,791539,"+",2905880,,"YALI0_A08129g","XP_499864.1",308,"YALI0A08129p"
"chromosome A","NC_006067.1",792184,793175,"-",2906107,,"YALI0_A08151g","XP_499865.1",124,"YALI0A08151p"
"chromosome A","NC_006067.1",796187,800897,"+",2905866,,"YALI0_A08165g","XP_499866.1",1447,"YALI0A08165p"
"chromosome A","NC_006067.1",802374,802859,"+",2905876,,"YALI0_A08195g","XP_499867.1",161,"YALI0A08195p"
"chromosome A","NC_006067.1",808976,810025,"-",2905877,,"YALI0_A08217g","XP_499868.1",349,"YALI0A08217p"
"chromosome A","NC_006067.1",813648,815063,"-",2906105,,"YALI0_A08239g","XP_499869.1",471,"YALI0A08239p"
"chromosome A","NC_006067.1",819055,823128,"+",2906511,,"YALI0_A08261g","XP_499870.1",1357,"YALI0A08261p"
"chromosome A","NC_006067.1",825683,826036,"-",2905860,,"YALI0_A08327g","XP_499871.1",117,"YALI0A08327p"
"chromosome A","NC_006067.1",826072,826290,"-",2905889,,"YALI0_A08338g","XP_499872.1",72,"YALI0A08338p"
"chromosome A","NC_006067.1",828789,830390,"+",2905894,,"YALI0_A08360g","XP_499873.1",533,"YALI0A08360p"
"chromosome A","NC_006067.1",834484,836175,"+",2906090,,"YALI0_A08404g","XP_499874.1",563,"YALI0A08404p"
"chromosome A","NC_006067.1",836244,839462,"-",2906103,,"YALI0_A08426g","XP_499875.1",1072,"YALI0A08426p"
"chromosome A","NC_006067.1",842480,843472,"+",2905746,,"YALI0_A08448g","XP_499876.1",330,"YALI0A08448p"
"chromosome A","NC_006067.1",848027,850004,"+",2905871,,"YALI0_A08536g","XP_499878.1",616,"YALI0A08536p"
"chromosome A","NC_006067.1",850275,851204,"-",2905870,,"YALI0_A08558g","XP_499879.1",309,"YALI0A08558p"
"chromosome A","NC_006067.1",851338,852372,"+",2905883,,"YALI0_A08580g","XP_499880.1",344,"YALI0A08580p"
"chromosome A","NC_006067.1",853116,853514,"+",2906108,,"YALI0_A08624g","XP_499881.2",132,"YALI0A08624p"
"chromosome A","NC_006067.1",853727,854978,"-",2906582,,"YALI0_A08646g","XP_499882.1",362,"YALI0A08646p"
"chromosome A","NC_006067.1",855668,856600,"+",2905869,,"YALI0_A08668g","XP_499883.1",310,"YALI0A08668p"
"chromosome A","NC_006067.1",859076,860422,"+",2905862,,"YALI0_A08734g","XP_499884.1",448,"YALI0A08734p"
"chromosome A","NC_006067.1",864679,865791,"-",2906419,,"YALI0_A08800g","XP_499885.1",370,"YALI0A08800p"
"chromosome A","NC_006067.1",866697,866945,"+",2906110,,"YALI0_A08866g","XP_499886.1",82,"YALI0A08866p"
"chromosome A","NC_006067.1",869674,870045,"+",2906129,,"YALI0_A08888g","XP_499887.2",123,"YALI0A08888p"
"chromosome A","NC_006067.1",871188,879053,"-",2906388,,"YALI0_A08932g","XP_499888.1",2621,"YALI0A08932p"
"chromosome A","NC_006067.1",881043,882770,"+",2906104,,"YALI0_A08998g","XP_499889.1",575,"YALI0A08998p"
"chromosome A","NC_006067.1",882945,887309,"-",2906438,,"YALI0_A09020g","XP_499890.1",1391,"YALI0A09020p"
"chromosome A","NC_006067.1",890600,891997,"-",2906060,,"YALI0_A09042g","XP_499891.1",465,"YALI0A09042p"
"chromosome A","NC_006067.1",892549,893940,"+",2906528,,"YALI0_A09064g","XP_499892.1",463,"YALI0A09064p"
"chromosome A","NC_006067.1",896191,896637,"-",2906560,,"YALI0_A09086g","XP_499893.2",148,"YALI0A09086p"
"chromosome A","NC_006067.1",898441,899457,"-",2906135,,"YALI0_A09108g","XP_499894.1",338,"YALI0A09108p"
"chromosome A","NC_006067.1",904040,904240,"+",2905741,,"YALI0_A09196g","XP_499895.1",66,"YALI0A09196p"
"chromosome A","NC_006067.1",910729,912363,"-",2906030,,"YALI0_A09262g","XP_499896.1",544,"YALI0A09262p"
"chromosome A","NC_006067.1",914375,915262,"-",2905897,,"YALI0_A09284g","XP_499897.2",295,"YALI0A09284p"
"chromosome A","NC_006067.1",916202,924067,"+",2906345,,"YALI0_A09317g","XP_499898.1",2621,"YALI0A09317p"
"chromosome A","NC_006067.1",928586,930151,"-",2905803,,"YALI0_A09383g","XP_499900.1",521,"YALI0A09383p"
"chromosome A","NC_006067.1",932468,933766,"-",2905906,,"YALI0_A09405g","XP_499901.1",432,"YALI0A09405p"
"chromosome A","NC_006067.1",935855,937240,"+",2905780,,"YALI0_A09427g","XP_499902.1",461,"YALI0A09427p"
"chromosome A","NC_006067.1",937602,938079,"+",7009355,,"YALI0_A09438g","XP_002142985.1",95,"YALI0A09438p"
"chromosome A","NC_006067.1",940352,941062,"+",2905932,,"YALI0_A09449g","XP_499903.1",236,"YALI0A09449p"
"chromosome A","NC_006067.1",942631,943071,"+",2905850,,"YALI0_A09471g","XP_499904.2",146,"YALI0A09471p"
"chromosome A","NC_006067.1",943865,944050,"+",2905783,,"YALI0_A09515g","XP_499906.2",61,"YALI0A09515p"
"chromosome A","NC_006067.1",945489,949859,"+",2905821,,"YALI0_A09537g","XP_499907.1",1456,"YALI0A09537p"
"chromosome A","NC_006067.1",956214,957422,"+",2905771,,"YALI0_A09559g","XP_499908.1",402,"YALI0A09559p"
"chromosome A","NC_006067.1",960910,962238,"+",2905811,,"YALI0_A09592g","XP_499910.1",442,"YALI0A09592p"
"chromosome A","NC_006067.1",962514,963410,"-",2905826,,"YALI0_A09614g","XP_499911.1",298,"YALI0A09614p"
"chromosome A","NC_006067.1",963648,964469,"-",2905822,,"YALI0_A09636g","XP_499912.1",273,"YALI0A09636p"
"chromosome A","NC_006067.1",965906,967651,"+",2905823,,"YALI0_A09658g","XP_499913.1",581,"YALI0A09658p"
"chromosome A","NC_006067.1",968097,969287,"+",2905812,,"YALI0_A09680g","XP_499914.1",396,"YALI0A09680p"
"chromosome A","NC_006067.1",970454,972571,"+",2905795,,"YALI0_A09702g","XP_499915.1",705,"YALI0A09702p"
"chromosome A","NC_006067.1",972909,975881,"-",2906382,,"YALI0_A09724g","XP_499916.1",990,"YALI0A09724p"
"chromosome A","NC_006067.1",976210,976770,"+",2905800,,"YALI0_A09746g","XP_499917.1",186,"YALI0A09746p"
"chromosome A","NC_006067.1",978999,979952,"+",2905790,,"YALI0_A09768g","XP_499918.1",317,"YALI0A09768p"
"chromosome A","NC_006067.1",980178,981314,"-",2906546,,"YALI0_A09790g","XP_499919.1",378,"YALI0A09790p"
"chromosome A","NC_006067.1",983001,984374,"+",2905786,,"YALI0_A09812g","XP_499920.1",457,"YALI0A09812p"
"chromosome A","NC_006067.1",984902,986314,"-",2905773,,"YALI0_A09834g","XP_499921.1",470,"YALI0A09834p"
"chromosome A","NC_006067.1",987517,988580,"+",7009357,,"YALI0_A09845g","XP_002142986.1",177,"YALI0A09845p"
"chromosome A","NC_006067.1",993092,996076,"+",2905991,,"YALI0_A09856g","XP_499922.1",994,"YALI0A09856p"
"chromosome A","NC_006067.1",996972,997802,"-",2905778,,"YALI0_A09878g","XP_499923.1",276,"YALI0A09878p"
"chromosome A","NC_006067.1",998612,1000957,"-",2905763,,"YALI0_A09900g","XP_499924.1",613,"YALI0A09900p"
"chromosome A","NC_006067.1",1003497,1004262,"+",2905984,,"YALI0_A09922g","XP_499925.1",123,"60S ribosomal protein L35"
"chromosome A","NC_006067.1",1005917,1005994,"+",7009358,,"YALI0_A09933g","XP_002142987.1",25,"60S ribosomal protein L41"
"chromosome A","NC_006067.1",1009201,1011531,"+",2905768,,"YALI0_A09988g","XP_499926.1",776,"YALI0A09988p"
"chromosome A","NC_006067.1",1011816,1012865,"-",2906532,,"YALI0_A10010g","XP_499927.1",349,"YALI0A10010p"
"chromosome A","NC_006067.1",1013526,1014746,"-",2905762,,"YALI0_A10032g","XP_499928.1",406,"YALI0A10032p"
"chromosome A","NC_006067.1",1016172,1017509,"-",2906604,,"YALI0_A10076g","XP_499929.1",445,"YALI0A10076p"
"chromosome A","NC_006067.1",1018551,1019507,"+",2905765,,"YALI0_A10098g","XP_499930.1",318,"YALI0A10098p"
"chromosome A","NC_006067.1",1021357,1023210,"-",2906016,,"YALI0_A10120g","XP_499931.1",617,"YALI0A10120p"
"chromosome A","NC_006067.1",1023545,1024573,"-",2906472,,"YALI0_A10142g","XP_499932.1",342,"YALI0A10142p"
"chromosome A","NC_006067.1",1025762,1027126,"+",2906465,,"YALI0_A10164g","XP_499933.1",454,"YALI0A10164p"
"chromosome A","NC_006067.1",1027637,1029721,"+",2905926,,"YALI0_A10186g","XP_499934.1",694,"YALI0A10186p"
"chromosome A","NC_006067.1",1030799,1032058,"+",2906565,,"YALI0_A10208g","XP_499935.1",419,"YALI0A10208p"
"chromosome A","NC_006067.1",1032170,1034134,"-",2905994,,"YALI0_A10230g","XP_499936.1",654,"YALI0A10230p"
"chromosome A","NC_006067.1",1036486,1037709,"-",2905987,,"YALI0_A10252g","XP_499937.1",407,"YALI0A10252p"
"chromosome A","NC_006067.1",1038228,1038781,"+",2906059,,"YALI0_A10274g","XP_499938.1",167,"YALI0A10274p"
"chromosome A","NC_006067.1",1039843,1043953,"-",2905989,,"YALI0_A10296g","XP_499939.1",1330,"YALI0A10296p"
"chromosome A","NC_006067.1",1048091,1048996,"-",2906347,,"YALI0_A10310g","XP_499940.2",301,"YALI0A10310p"
"chromosome A","NC_006067.1",1050373,1053402,"+",2905944,,"YALI0_A10318g","XP_499941.1",1009,"YALI0A10318p"
"chromosome A","NC_006067.1",1055477,1058014,"+",2905951,,"YALI0_A10362g","XP_499942.1",845,"YALI0A10362p"
"chromosome A","NC_006067.1",1059045,1066910,"+",2906506,,"YALI0_A10395g","XP_499943.1",2621,"YALI0A10395p"
"chromosome A","NC_006067.1",1069558,1070718,"+",2905948,,"YALI0_A10439g","XP_499944.2",386,"YALI0A10439p"
"chromosome A","NC_006067.1",1078283,1079839,"-",2905942,,"YALI0_A10483g","XP_499946.1",518,"YALI0A10483p"
"chromosome A","NC_006067.1",1085678,1089580,"+",2905962,,"YALI0_A10527g","XP_499947.1",1300,"YALI0A10527p"
"chromosome A","NC_006067.1",1090251,1091330,"+",2905936,,"YALI0_A10549g","XP_499948.2",359,"YALI0A10549p"
"chromosome A","NC_006067.1",1091709,1092188,"-",2905923,,"YALI0_A10571g","XP_499949.1",159,"YALI0A10571p"
"chromosome A","NC_006067.1",1093926,1095836,"-",2905931,,"YALI0_A10593g","XP_499950.1",636,"YALI0A10593p"
"chromosome A","NC_006067.1",1101127,1103529,"+",2905774,,"YALI0_A10615g","XP_499951.1",800,"YALI0A10615p"
"chromosome A","NC_006067.1",1103915,1106437,"-",2905921,,"YALI0_A10637g","XP_499952.1",840,"YALI0A10637p"
"chromosome A","NC_006067.1",1109161,1110069,"-",2906577,,"YALI0_A10659g","XP_499953.1",302,"ADP/ATP carrier protein"
"chromosome A","NC_006067.1",1116517,1117692,"-",2905910,,"YALI0_A10681g","XP_499954.1",391,"YALI0A10681p"
"chromosome A","NC_006067.1",1119031,1120137,"+",2905840,,"YALI0_A10703g","XP_499955.1",368,"YALI0A10703p"
"chromosome A","NC_006067.1",1121395,1121973,"-",2906411,,"YALI0_A10725g","XP_499956.1",192,"40S ribosomal protein S7"
"chromosome A","NC_006067.1",1125036,1125389,"+",2905949,,"YALI0_A10747g","XP_499957.1",117,"YALI0A10747p"
"chromosome A","NC_006067.1",1126075,1129338,"-",2906448,,"YALI0_A10769g","XP_499958.2",1068,"YALI0A10769p"
"chromosome A","NC_006067.1",1129987,1130781,"+",2906362,,"YALI0_A10813g","XP_499960.1",264,"YALI0A10813p"
"chromosome A","NC_006067.1",1132151,1132639,"-",2905977,,"YALI0_A10879g","XP_499961.1",162,"YALI0A10879p"
"chromosome A","NC_006067.1",1137106,1137321,"+",2905909,,"YALI0_A10901g","XP_499962.2",71,"YALI0A10901p"
"chromosome A","NC_006067.1",1142201,1143544,"-",2905899,,"YALI0_A10945g","XP_499964.1",447,"YALI0A10945p"
"chromosome A","NC_006067.1",1147178,1147651,"+",2905804,,"YALI0_A10967g","XP_499965.1",157,"YALI0A10967p"
"chromosome A","NC_006067.1",1148895,1150715,"-",2905818,,"YALI0_A10989g","XP_499966.1",606,"YALI0A10989p"
"chromosome A","NC_006067.1",1152755,1154215,"+",2905833,,"YALI0_A11011g","XP_499967.1",240,"YALI0A11011p"
"chromosome A","NC_006067.1",1157876,1158760,"+",2905849,,"YALI0_A11077g","XP_499968.1",294,"YALI0A11077p"
"chromosome A","NC_006067.1",1159144,1161519,"-",2905839,,"YALI0_A11099g","XP_499969.1",791,"YALI0A11099p"
"chromosome A","NC_006067.1",1162318,1162839,"-",2905760,,"YALI0_A11121g","XP_499970.1",173,"YALI0A11121p"
"chromosome A","NC_006067.1",1164376,1165527,"-",2905953,,"YALI0_A11143g","XP_499971.1",383,"YALI0A11143p"
"chromosome A","NC_006067.1",1166859,1168243,"+",2905851,,"YALI0_A11157g","XP_499972.2",441,"YALI0A11157p"
"chromosome A","NC_006067.1",1171500,1173725,"+",2905759,,"YALI0_A11198g","XP_499974.1",741,"YALI0A11198p"
"chromosome A","NC_006067.1",1174488,1175261,"-",2906049,,"YALI0_A11220g","XP_499975.1",257,"YALI0A11220p"
"chromosome A","NC_006067.1",1179392,1181269,"-",2906564,,"YALI0_A11407g","XP_499980.1",625,"YALI0A11407p"
"chromosome A","NC_006067.1",1183677,1187441,"+",2906177,,"YALI0_A11473g","XP_499981.1",1254,"YALI0A11473p"
"chromosome A","NC_006067.1",1188719,1189717,"-",2906545,,"YALI0_A11517g","XP_499982.1",332,"YALI0A11517p"
"chromosome A","NC_006067.1",1190278,1193169,"+",2906189,,"YALI0_A11539g","XP_499983.1",963,"YALI0A11539p"
"chromosome A","NC_006067.1",1199206,1200915,"-",2906453,,"YALI0_A11561g","XP_499984.1",569,"YALI0A11561p"
"chromosome A","NC_006067.1",1205848,1207452,"+",2906402,,"YALI0_A11605g","XP_499985.1",534,"YALI0A11605p"
"chromosome A","NC_006067.1",1207585,1208097,"-",2906356,,"YALI0_A11627g","XP_499986.1",170,"YALI0A11627p"
"chromosome A","NC_006067.1",1217592,1219853,"-",2906178,,"YALI0_A11649g","XP_499987.1",753,"YALI0A11649p"
"chromosome A","NC_006067.1",1224077,1225873,"-",2906590,,"YALI0_A11671g","XP_499988.1",598,"YALI0A11671p"
"chromosome A","NC_006067.1",1231617,1232102,"+",2906216,,"YALI0_A11737g","XP_499989.1",161,"YALI0A11737p"
"chromosome A","NC_006067.1",1233991,1235850,"-",2906442,,"YALI0_A11759g","XP_499990.1",619,"YALI0A11759p"
"chromosome A","NC_006067.1",1237619,1239616,"+",2906421,,"YALI0_A11781g","XP_499991.1",665,"YALI0A11781p"
"chromosome A","NC_006067.1",1240621,1241589,"+",2906392,,"YALI0_A11803g","XP_499992.1",322,"YALI0A11803p"
"chromosome A","NC_006067.1",1242410,1243129,"+",2906173,,"YALI0_A11847g","XP_499994.1",239,"YALI0A11847p"
"chromosome A","NC_006067.1",1243836,1247618,"+",2906155,,"YALI0_A11869g","XP_499995.2",1260,"YALI0A11869p"
"chromosome A","NC_006067.1",1249101,1249358,"+",2906516,,"YALI0_A11891g","XP_499996.1",85,"YALI0A11891p"
"chromosome A","NC_006067.1",1250918,1251607,"+",2906515,,"YALI0_A11935g","XP_499997.1",229,"YALI0A11935p"
"chromosome A","NC_006067.1",1252622,1256659,"-",2906154,,"YALI0_A12001g","XP_499998.1",1345,"YALI0A12001p"
"chromosome A","NC_006067.1",1258715,1259593,"+",2906519,,"YALI0_A12023g","XP_499999.1",292,"YALI0A12023p"
"chromosome A","NC_006067.1",1262156,1262653,"-",2906195,,"YALI0_A12045g","XP_500000.1",165,"YALI0A12045p"
"chromosome A","NC_006067.1",1264497,1265117,"+",2906398,,"YALI0_A12067g","XP_500001.1",206,"YALI0A12067p"
"chromosome A","NC_006067.1",1268323,1270002,"-",2905731,,"YALI0_A12111g","XP_500003.1",559,"YALI0A12111p"
"chromosome A","NC_006067.1",1273269,1274711,"-",2906192,,"YALI0_A12133g","XP_500004.1",480,"YALI0A12133p"
"chromosome A","NC_006067.1",1275461,1276681,"+",2905854,,"YALI0_A12155g","XP_500005.1",406,"YALI0A12155p"
"chromosome A","NC_006067.1",1276926,1278074,"-",2906437,,"YALI0_A12177g","XP_500006.1",382,"YALI0A12177p"
"chromosome A","NC_006067.1",1278340,1278915,"-",2906377,,"YALI0_A12199g","XP_500007.2",191,"YALI0A12199p"
"chromosome A","NC_006067.1",1280932,1281747,"+",2906183,,"YALI0_A12221g","XP_500008.1",271,"YALI0A12221p"
"chromosome A","NC_006067.1",1282612,1283529,"+",2906517,,"YALI0_A12243g","XP_500009.1",305,"YALI0A12243p"
"chromosome A","NC_006067.1",1283611,1284030,"+",2906368,,"YALI0_A12265g","XP_500010.2",139,"YALI0A12265p"
"chromosome A","NC_006067.1",1284636,1287083,"+",2906435,,"YALI0_A12287g","XP_500011.1",815,"YALI0A12287p"
"chromosome A","NC_006067.1",1288451,1289557,"+",2906088,,"YALI0_A12353g","XP_500012.1",368,"YALI0A12353p"
"chromosome A","NC_006067.1",1294500,1294952,"+",2906181,,"YALI0_A12419g","XP_500013.2",150,"YALI0A12419p"
"chromosome A","NC_006067.1",1295014,1296066,"-",2906031,,"YALI0_A12441g","XP_500014.1",350,"YALI0A12441p"
"chromosome A","NC_006067.1",1298121,1298849,"+",2906127,,"YALI0_A12507g","XP_500015.1",242,"YALI0A12507p"
"chromosome A","NC_006067.1",1303228,1305045,"+",2906361,,"YALI0_A12573g","XP_500016.1",605,"YALI0A12573p"
"chromosome A","NC_006067.1",1307906,1308613,"+",2906363,,"YALI0_A12617g","XP_500018.1",235,"YALI0A12617p"
"chromosome A","NC_006067.1",1309944,1310774,"+",2906225,,"YALI0_A12683g","XP_500019.1",276,"YALI0A12683p"
"chromosome A","NC_006067.1",1310948,1311658,"-",2906169,,"YALI0_A12705g","XP_500020.1",236,"YALI0A12705p"
"chromosome A","NC_006067.1",1320209,1321012,"+",2906397,,"YALI0_A12815g","XP_500021.1",267,"YALI0A12815p"
"chromosome A","NC_006067.1",1321203,1321466,"-",2906405,,"YALI0_A12837g","XP_500022.1",87,"YALI0A12837p"
"chromosome A","NC_006067.1",1328327,1329463,"+",2906374,,"YALI0_A12925g","XP_500023.1",378,"YALI0A12925p"
"chromosome A","NC_006067.1",1333396,1334358,"-",2906389,,"YALI0_A12969g","XP_500024.1",320,"YALI0A12969p"
"chromosome A","NC_006067.1",1337402,1338439,"+",2906232,,"YALI0_A13013g","XP_500025.1",345,"YALI0A13013p"
"chromosome A","NC_006067.1",1339063,1339548,"-",2906417,,"YALI0_A13035g","XP_500026.2",161,"YALI0A13035p"
"chromosome A","NC_006067.1",1339997,1342444,"+",2906246,,"YALI0_A13057g","XP_500027.1",815,"YALI0A13057p"
"chromosome A","NC_006067.1",1342827,1344587,"-",2906449,,"YALI0_A13079g","XP_500028.1",586,"YALI0A13079p"
"chromosome A","NC_006067.1",1345384,1347987,"+",2906455,,"YALI0_A13101g","XP_500029.1",867,"YALI0A13101p"
"chromosome A","NC_006067.1",1353825,1357943,"-",2905907,,"YALI0_A13233g","XP_500032.2",1372,"YALI0A13233p"
"chromosome A","NC_006067.1",1364855,1365100,"+",2906199,,"YALI0_A13255g","XP_500033.1",81,"YALI0A13255p"
"chromosome A","NC_006067.1",1370751,1372388,"+",2906209,,"YALI0_A13277g","XP_500034.1",545,"YALI0A13277p"
"chromosome A","NC_006067.1",1372652,1374148,"-",2906187,,"YALI0_A13299g","XP_500035.1",498,"YALI0A13299p"
"chromosome A","NC_006067.1",1377014,1378525,"+",2906174,,"YALI0_A13321g","XP_500036.1",503,"YALI0A13321p"
"chromosome A","NC_006067.1",1381245,1382939,"+",2906288,,"YALI0_A13387g","XP_500037.1",564,"YALI0A13387p"
"chromosome A","NC_006067.1",1386125,1386640,"-",2906176,,"YALI0_A13497g","XP_500038.1",171,"YALI0A13497p"
"chromosome A","NC_006067.1",1387577,1391320,"-",2906279,,"YALI0_A13519g","XP_500039.1",1247,"YALI0A13519p"
"chromosome A","NC_006067.1",1392425,1393613,"+",2906206,,"YALI0_A13541g","XP_500040.1",339,"YALI0A13541p"
"chromosome A","NC_006067.1",1395450,1397357,"+",2906207,,"YALI0_A13563g","XP_500041.1",635,"YALI0A13563p"
"chromosome A","NC_006067.1",1400732,1402465,"+",2906179,,"YALI0_A13585g","XP_500042.1",577,"YALI0A13585p"
"chromosome A","NC_006067.1",1403995,1404258,"+",2906167,,"YALI0_A13607g","XP_500043.1",87,"YALI0A13607p"
"chromosome A","NC_006067.1",1405694,1407181,"-",2906269,,"YALI0_A13673g","XP_500044.1",495,"YALI0A13673p"
"chromosome A","NC_006067.1",1407420,1410914,"-",2906366,,"YALI0_A13695g","XP_500045.1",1164,"YALI0A13695p"
"chromosome A","NC_006067.1",1420547,1420819,"+",2906367,,"YALI0_A13849g","XP_500046.1",90,"YALI0A13849p"
"chromosome A","NC_006067.1",1422920,1423096,"-",2906263,,"YALI0_A13915g","XP_500047.1",58,"YALI0A13915p"
"chromosome A","NC_006067.1",1423695,1424270,"+",2906262,,"YALI0_A13937g","XP_500048.1",191,"YALI0A13937p"
"chromosome A","NC_006067.1",1432543,1433334,"+",2906468,,"YALI0_A14069g","XP_500049.1",263,"YALI0A14069p"
"chromosome A","NC_006067.1",1435061,1435642,"-",2906466,,"YALI0_A14157g","XP_500050.1",193,"YALI0A14157p"
"chromosome A","NC_006067.1",1438678,1440195,"+",2906470,,"YALI0_A14212g","XP_500051.2",505,"YALI0A14212p"
