,regulator,gene_name,sacc_gene_id,gene_id
506,RAP1,RPS8B,YER102W,YALI0_F24959g
507,RAP1,UBP5,YER144C,YALI0_F15367g
508,RAP1,IES1,YFL013C,YALI0_F13167g
509,RAP1,FRS2,YFL022C,YALI0_D16643g
510,RAP1,YPI1,YFR003C,YALI0_F23991g
511,RAP1,RPN11,YFR004W,YALI0_F26411g
512,RAP1,HXK1,YFR053C,YALI0_B22308g
513,RAP1,OLE1,YGL055W,YALI0_C05951g
514,RAP1,SDS23,YGL056C,YALI0_E17325g
516,RAP1,COX4,YGL187C,YALI0_E19723g
517,RAP1,SIP2,YGL208W,YALI0_E13926g
518,RAP1,VRG4,YGL225W,YALI0_F21791g
519,RAP1,GSC2,YGR032W,YALI0_E21021g
520,RAP1,TIM21,YGR033C,YALI0_D00715g
521,RAP1,NQM1,YGR043C,YALI0_F15587g
522,RAP1,RME1,YGR044C,YALI0_E17215g
523,RAP1,PRP31,YGR091W,YALI0_B13706g
524,RAP1,ASK10,YGR097W,YALI0_D08536g
525,RAP1,CLB1,YGR108W,YALI0_B15180g
526,RAP1,CHO2,YGR157W,YALI0_E06061g
527,RAP1,TIM13,YGR181W,YALI0_D06908g
528,RAP1,TDH3,YGR192C,YALI0_C06369g
529,RAP1,CCH1,YGR217W,YALI0_E15334g
530,RAP1,YHB1,YGR234W,YALI0_C21362g
531,RAP1,PFK1,YGR240C,YALI0_D16357g
532,RAP1,SOL4,YGR248W,YALI0_C19085g
533,RAP1,TNA1,YGR260W,YALI0_E20471g
534,RAP1,SCW4,YGR279C,YALI0_D20680g
535,RAP1,RPS27B,YHR021C,YALI0_E34826g
536,RAP1,PCL5,YHR071W,YALI0_E21087g
537,RAP1,MSR1,YHR091C,YALI0_E17985g
538,RAP1,EPT1,YHR123W,YALI0_C10989g
539,RAP1,IMD2,YHR216W,YALI0_D21530g
541,RAP1,FAF1,YIL019W,YALI0_F05170g
543,RAP1,RNR2,YJL026W,YALI0_B03630g
544,RAP1,SDH9,YJL045W,YALI0_D11374g
545,RAP1,ARG3,YJL088W,YALI0_D14894g
546,RAP1,CIS3,YJL158C,YALI0_B20306g
547,RAP1,HSP150,YJL159W,YALI0_C02981g
550,RAP1,TDH2,YJR009C,YALI0_C06369g
551,RAP1,NMD5,YJR132W,YALI0_E16324g
552,RAP1,TIM8,YJR135W-A,YALI0_D11572g
553,RAP1,SFT1,YKL006C-A,YALI0_E05269g
554,RAP1,UFD4,YKL010C,YALI0_E05401g
555,RAP1,HCS1,YKL017C,YALI0_B06897g
556,RAP1,TFA1,YKL028W,YALI0_F26367g
557,RAP1,TTI1,YKL033W,YALI0_B19734g
559,RAP1,PRI2,YKL045W,YALI0_F04576g
560,RAP1,FBA1,YKL060C,YALI0_E26004g
561,RAP1,TEF4,YKL081W,YALI0_B12562g
562,RAP1,HOT13,YKL084W,YALI0_E02343g
563,RAP1,CWP1,YKL096W,YALI0_E26125g
564,RAP1,PTK1,YKL198C,YALI0_E17743g
565,RAP1,UBA1,YKL210W,YALI0_E06017g
566,RAP1,UTH1,YKR042W,YALI0_E33539g
567,RAP1,OMA1,YKR087C,YALI0_F09988g
568,RAP1,KNS1,YLL019C,YALI0_C04587g
569,RAP1,COF1,YLL050C,YALI0_F20856g
570,RAP1,FRE6,YLL051C,YALI0_B13046g
571,RAP1,SSL1,YLR005W,YALI0_D26862g
572,RAP1,ADE16,YLR028C,YALI0_D24409g
573,RAP1,PDC1,YLR044C,YALI0_D10131g
574,RAP1,PUT1,YLR142W,YALI0_B09625g
576,RAP1,SAM1,YLR180W,YALI0_B14509g
577,RAP1,EXG1,YLR300W,YALI0_F05390g
578,RAP1,MET17,YLR303W,YALI0_D25168g
579,RAP1,ACO1,YLR304C,YALI0_D09361g
580,RAP1,NUP2,YLR335W,YALI0_C03850g
581,RAP1,FKS1,YLR342W,YALI0_E21021g
582,RAP1,VMA6,YLR447C,YALI0_F16181g
583,RAP1,ERG5,YMR015C,YALI0_A18062g
584,RAP1,ADH3,YMR083W,YALI0_E17787g
585,RAP1,ILV2,YMR108W,YALI0_C00253g
586,RAP1,ASC1,YMR116C,YALI0_E20031g
587,RAP1,RPL15B,YMR121C,YALI0_D24387g
588,RAP1,TIF34,YMR146C,YALI0_A02695g
589,RAP1,RSN1,YMR266W,YALI0_F10461g
590,RAP1,TDA1,YMR291W,YALI0_E31361g
591,RAP1,PYP1,YNL010W,YALI0_B09229g
593,RAP1,MEP2,YNL142W,YALI0_E27203g
594,RAP1,RHO5,YNL180C,YALI0_B15752g
595,RAP1,DUG3,YNL191W,YALI0_F29645g
596,RAP1,PPN2,YNL217W,YALI0_A00891g
597,RAP1,ALP1,YNL270C,YALI0_B19338g
598,RAP1,MET2,YNL277W,YALI0_E00836g
599,RAP1,CAF120,YNL278W,YALI0_F22165g
600,RAP1,MVD1,YNR043W,YALI0_F05632g
601,RAP1,FPK1,YNR047W,YALI0_A04697g
602,RAP1,HTZ1,YOL012C,YALI0_F02827g
603,RAP1,NOP12,YOL041C,YALI0_F05918g
604,RAP1,SPE2,YOL052C,YALI0_E20361g
605,RAP1,GPD2,YOL059W,YALI0_B02948g
606,RAP1,MCH4,YOL119C,YALI0_B04004g
607,RAP1,SPT20,YOL148C,YALI0_C04070g
608,RAP1,CYT1,YOR065W,YALI0_A17468g
609,RAP1,ULS1,YOR191W,YALI0_F30261g
610,RAP1,SPS4,YOR313C,YALI0_F24167g
611,RAP1,SNC2,YOR327C,YALI0_E00594g
612,RAP1,PDR10,YOR328W,YALI0_E14729g
613,RAP1,FDH1,YOR388C,YALI0_F28765g
614,RAP1,PMA2,YPL036W,YALI0_B22066g
615,RAP1,EGD1,YPL037C,YALI0_F08393g
616,RAP1,HHO1,YPL127C,YALI0_B16280g
617,RAP1,COX11,YPL132W,YALI0_E10065g
618,RAP1,OYE3,YPL171C,YALI0_D16247g
619,RAP1,FAS2,YPL231W,YALI0_B19382g
620,RAP1,RPL36B,YPL249C-A,YALI0_E30602g
621,RAP1,CLB2,YPR119W,YALI0_B15180g
622,RAP1,ORC4,YPR162C,YALI0_E15928g
623,RAP1,PHO5,YBR093C,YALI0_C06930g
624,RAP1,ENO2,YHR174W,YALI0_F16819g
625,RAP1,BCY1,YIL033C,YALI0_F04422g
626,ACE2,DSE1,YER124C,YALI0_D09823g
627,ACE2,SCW11,YGL028C,YALI0_E21109g
628,ACE2,CTS1,YLR286C,YALI0_D22396g
629,ACE2,DSE4,YNR067C,YALI0_B17996g
630,ACE2,AMN1,YBR158W,YALI0_E04356g
631,ACE2,PIR1,YKL164C,YALI0_B20306g
632,ACE2,CWH41,YGL027C,YALI0_F14927g
633,ACE2,KSS1,YGR040W,YALI0_E23496g
634,ACE2,RME1,YGR044C,YALI0_E17215g
635,ACE2,HSP150,YJL159W,YALI0_C02981g
636,ACE2,RPS4A,YJR145C,YALI0_D12903g
637,ACE2,UTH1,YKR042W,YALI0_E33539g
638,ACE2,SUN4,YNL066W,YALI0_E33539g
639,ACE2,WTM1,YOR230W,YALI0_D26279g
640,ACE2,WTM2,YOR229W,YALI0_C22704g
641,ACE2,CLN2,YPL256C,YALI0_C13926g
642,ACE2,ANP1,YEL036C,YALI0_C04004g
643,ACE2,ENV9,YOR246C,YALI0_E24695g
644,ACE2,HOG1,YLR113W,YALI0_E25135g
645,ACE2,ZRC1,YMR243C,YALI0_F00176g
646,ACE2,LAC1,YKL008C,YALI0_F06424g
647,ACE2,PST1,YDR055W,YALI0_D07480g
648,ACE2,ICP55,YER078C,YALI0_B20394g
650,ACE2,OXA1,YER154W,YALI0_F32021g
651,ACE2,FRS2,YFL022C,YALI0_D16643g
652,ACE2,YHB1,YGR234W,YALI0_C21362g
653,ACE2,CHS7,YHR142W,YALI0_D17006g
654,ACE2,TAH11,YJR046W,YALI0_C17369g
655,ACE2,BAT2,YJR148W,YALI0_D01265g
656,ACE2,RPS30A,YLR287C-A,YALI0_F14663g
657,ACE2,MRPL4,YLR439W,YALI0_B11000g
658,SWI5,DSE1,YER124C,YALI0_D09823g
659,SWI5,SCW11,YGL028C,YALI0_E21109g
660,SWI5,CTS1,YLR286C,YALI0_D22396g
661,SWI5,AMN1,YBR158W,YALI0_E04356g
662,SWI5,PCL2,YDL127W,YALI0_F22231g
663,SWI5,PCL9,YDL179W,YALI0_F22231g
664,SWI5,PST1,YDR055W,YALI0_D07480g
665,SWI5,BAR1,YIL015W,YALI0_A16819g
666,SWI5,CDC6,YJL194W,YALI0_C00671g
667,SWI5,PIR1,YKL164C,YALI0_B20306g
668,SWI5,CRH1,YGR189C,YALI0_C09680g
669,SWI5,HSP150,YJL159W,YALI0_C02981g
670,SWI5,TEF2,YBR118W,YALI0_C09141g
671,SWI5,FUN26,YAL022C,YALI0_C23342g
672,SWI5,ENO1,YGR254W,YALI0_F16819g
673,SWI5,MRPL4,YLR439W,YALI0_B11000g
674,SWI5,RME1,YGR044C,YALI0_E17215g
675,ADR1,ACS1,YAL054C,YALI0_F05962g
676,ADR1,ACH1,YBL015W,YALI0_E30965g
677,ADR1,ADY2,YCR010C,YALI0_C23617g
678,ADR1,DLD1,YDL174C,YALI0_E03212g
679,ADR1,GIS1,YDR096W,YALI0_F14487g
680,ADR1,CTA1,YDR256C,YALI0_F30987g
681,ADR1,HXT6,YDR343C,YALI0_F19184g
682,ADR1,ATO3,YDR384C,YALI0_F13145g
683,ADR1,STL1,YDR536W,YALI0_C04730g
684,ADR1,PRB1,YEL060C,YALI0_A06435g
685,ADR1,FAA2,YER015W,YALI0_A15103g
686,ADR1,HSP12,YFL014W,YALI0_D20526g
687,ADR1,MDJ1,YFL016C,YALI0_F12551g
688,ADR1,POX1,YGL205W,YALI0_D24750g
689,ADR1,GUT1,YHL032C,YALI0_F00484g
690,ADR1,GUT2,YIL155C,YALI0_B13970g
691,ADR1,POT1,YIL160C,YALI0_E18568g
692,ADR1,RPR2,YIR015W,YALI0_B14311g
693,ADR1,BAT2,YJR148W,YALI0_D01265g
694,ADR1,PXA2,YKL188C,YALI0_D04246g
695,ADR1,JEN1,YKL217W,YALI0_D24607g
696,ADR1,FOX2,YKR009C,YALI0_E15378g
698,ADR1,ECI1,YLR284C,YALI0_B10406g
699,ADR1,NMA1,YLR328W,YALI0_E25652g
700,ADR1,FBP1,YLR377C,YALI0_A15972g
701,ADR1,CAR2,YLR438W,YALI0_C04433g
702,ADR1,CAT2,YML042W,YALI0_B10340g
703,ADR1,CYB2,YML054C,YALI0_E21307g
704,ADR1,MSC1,YML128C,YALI0_F29909g
705,ADR1,HXT2,YMR011W,YALI0_F19184g
706,ADR1,ADH2,YMR303C,YALI0_A16379g
707,ADR1,UBP15,YMR304W,YALI0_D16335g
708,ADR1,NCE103,YNL036W,YALI0_F21406g
709,ADR1,MLS1,YNL117W,YALI0_E15708g
711,ADR1,ADH1,YOL086C,YALI0_A16379g
712,ADR1,MDH2,YOL126C,YALI0_E14190g
713,ADR1,PEX11,YOL147C,YALI0_C04092g
714,ADR1,LPX1,YOR084W,YALI0_E05907g
715,ADR1,FSF1,YOR271C,YALI0_B16060g
716,ADR1,TPO4,YOR273C,YALI0_F25597g
717,ADR1,FAA1,YOR317W,YALI0_D17864g
718,ADR1,PUT4,YOR348C,YALI0_B09537g
719,ADR1,ALD4,YOR374W,YALI0_C03025g
720,ADR1,LSP1,YPL004C,YALI0_C11341g
721,ADR1,SWI1,YPL016W,YALI0_E25960g
722,ADR1,ALD6,YPL061W,YALI0_C03025g
723,ADR1,ISU1,YPL135W,YALI0_B04928g
724,ADR1,DIP5,YPL265W,YALI0_C00451g
725,ADR1,CIT3,YPR001W,YALI0_E00638g
726,ADR1,ICL2,YPR006C,YALI0_F31999g
727,ADR1,NCE102,YPR149W,YALI0_C12034g
728,ADR1,SDS24,YBR214W,YALI0_E17325g
729,ADR1,PPT1,YGR123C,YALI0_B06963g
730,ADR1,SDA1,YGR245C,YALI0_E02618g
731,ADR1,TRM11,YOL124C,YALI0_C13882g
732,ADR1,PXA1,YPL147W,YALI0_A06655g
733,ADR1,RPA135,YPR010C,YALI0_E09845g
734,ADR1,SPS19,YNL202W,YALI0_C03003g
735,AFT1,PGI1,YBR196C,YALI0_F07711g
736,AFT1,MET6,YER091C,YALI0_E12683g
737,AFT1,FTR1,YER145C,YALI0_D07304g
738,AFT1,FET3,YMR058W,YALI0_D06754g
739,AFT1,GAL3,YDR009W,YALI0_C13090g
740,AFT1,CCC2,YDR270W,YALI0_D27038g
741,AFT1,PDR5,YOR153W,YALI0_E14729g
742,AFT1,KAP95,YLR347C,YALI0_D12144g
743,AFT1,SEC17,YBL050W,YALI0_C23947g
744,AFT1,SHP1,YBL058W,YALI0_E14927g
745,AFT1,FTH1,YBR207W,YALI0_A04917g
746,AFT1,PCS60,YBR222C,YALI0_E12859g
747,AFT1,PRP5,YBR237W,YALI0_E27715g
748,AFT1,AAD3,YCR107W,YALI0_C12595g
749,AFT1,MRP10,YDL045W-A,YALI0_F09768g
750,AFT1,BDF2,YDL070W,YALI0_E20537g
751,AFT1,PPH22,YDL188C,YALI0_F14069g
752,AFT1,NUS1,YDL193W,YALI0_F20108g
753,AFT1,NOP6,YDL213C,YALI0_E25872g
754,AFT1,AIM7,YDR063W,YALI0_E33693g
755,AFT1,HOM2,YDR158W,YALI0_D13596g
756,AFT1,VPS74,YDR372C,YALI0_D03575g
757,AFT1,RMT2,YDR465C,YALI0_C14718g
758,AFT1,UBC8,YEL012W,YALI0_E12081g
759,AFT1,PRB1,YEL060C,YALI0_A06435g
760,AFT1,SIT1,YEL065W,YALI0_F27709g
761,AFT1,MYG1,YER156C,YALI0_D24970g
762,AFT1,PRP43,YGL120C,YALI0_B15642g
763,AFT1,AIM14,YGL160W,YALI0_F18348g
764,AFT1,MCY1,YGR012W,YALI0_E08536g
766,AFT1,PAC10,YGR078C,YALI0_B08844g
767,AFT1,PHB1,YGR132C,YALI0_E04719g
768,AFT1,HGH1,YGR187C,YALI0_F07315g
769,AFT1,CRM1,YGR218W,YALI0_F10098g
770,AFT1,PHB2,YGR231C,YALI0_B20482g
771,AFT1,MIC26,YGR235C,YALI0_E06853g
772,AFT1,MPC3,YGR243W,YALI0_C03223g
773,AFT1,ARN1,YHL040C,YALI0_F27709g
774,AFT1,ARN2,YHL047C,YALI0_C02541g
776,AFT1,NMD3,YHR170W,YALI0_F08151g
777,AFT1,TIM44,YIL022W,YALI0_D21142g
778,AFT1,KGD1,YIL125W,YALI0_E33517g
779,AFT1,MET5,YJR137C,YALI0_D11176g
780,AFT1,APE1,YKL103C,YALI0_C10494g
781,AFT1,RPT1,YKL145W,YALI0_D11418g
782,AFT1,MRS4,YKR052C,YALI0_B21604g
783,AFT1,FRE6,YLL051C,YALI0_B13046g
784,AFT1,YCT1,YLL055W,YALI0_F16423g
785,AFT1,RPL22A,YLR061W,YALI0_E32208g
786,AFT1,HOG1,YLR113W,YALI0_E25135g
787,AFT1,SEC10,YLR166C,YALI0_C01595g
788,AFT1,FRE1,YLR214W,YALI0_D26081g
789,AFT1,CSR1,YLR380W,YALI0_C17545g
790,AFT1,YPT7,YML001W,YALI0_F19602g
791,AFT1,NDI1,YML120C,YALI0_F25135g
792,AFT1,TUB3,YML124C,YALI0_E19360g
793,AFT1,COX14,YML129C,YALI0_F06259g
794,AFT1,HSC82,YMR186W,YALI0_C07953g
795,AFT1,GCV2,YMR189W,YALI0_A09856g
796,AFT1,CAT8,YMR280C,YALI0_C19151g
797,AFT1,PSD1,YNL169C,YALI0_D21604g
798,AFT1,PRM1,YNL279W,YALI0_E08580g
799,AFT1,FRE4,YNR060W,YALI0_E08096g
800,AFT1,RPB11,YOL005C,YALI0_D26301g
801,AFT1,ENB1,YOL158C,YALI0_F19118g
802,AFT1,SFM1,YOR021C,YALI0_B18546g
803,AFT1,CDC21,YOR074C,YALI0_C10901g
804,AFT1,ADE2,YOR128C,YALI0_B23188g
805,AFT1,SMP3,YOR149C,YALI0_C01485g
806,AFT1,COT1,YOR316C,YALI0_F00176g
807,AFT1,FRE5,YOR384W,YALI0_E35112g
808,AFT1,VTC3,YPL019C,YALI0_C10252g
809,AFT1,GUP2,YPL189W,YALI0_E30283g
810,AFT1,APL5,YPL195W,YALI0_F00198g
811,AFT1,ATH1,YPR026W,YALI0_E07744g
812,AFT1,NHP6A,YPR052C,YALI0_C11671g
813,AFT1,TKL1,YPR074C,YALI0_E06479g
814,AFT1,CLB2,YPR119W,YALI0_B15180g
815,AFT1,FET5,YFL041W,YALI0_D07282g
816,AFT1,FRE2,YKL220C,YALI0_B13112g
817,AFT1,FRE3,YOR381W,YALI0_B13134g
818,AFT1,DDL1,YOR022C,YALI0_B06094g
819,ARR1,ARR2,YPR200C,YALI0_A17237g
820,ARR1,ARR3,YPR201W,YALI0_C07590g
821,ARR1,GDH3,YAL062W,YALI0_F17820g
822,ARR1,VPS55,YJR044C,YALI0_F02277g
823,AZF1,CLN3,YAL040C,YALI0_C13926g
824,AZF1,SSE1,YPL106C,YALI0_E13255g
825,AZF1,NCA3,YJL116C,YALI0_E33539g
826,AZF1,AQR1,YNL065W,YALI0_F03751g
827,AZF1,CIS3,YJL158C,YALI0_B20306g
828,BAS1,GCV3,YAL044C,YALI0_E00242g
829,BAS1,ADE1,YAR015W,YALI0_E33033g
830,BAS1,PHO5,YBR093C,YALI0_C06930g
831,BAS1,HIS4,YCL030C,YALI0_A15950g
832,BAS1,CEM1,YER061C,YALI0_F30679g
833,BAS1,MET6,YER091C,YALI0_E12683g
834,BAS1,TPN1,YGL186C,YALI0_D07392g
835,BAS1,ADE57,YGL234W,YALI0_F21010g
836,BAS1,ADE6,YGR061C,YALI0_F30019g
837,BAS1,YCH1,YGR203W,YALI0_D18293g
838,BAS1,ARN1,YHL040C,YALI0_F27709g
839,BAS1,CFD1,YIL003W,YALI0_E19074g
840,BAS1,TRZ1,YKR079C,YALI0_A13057g
841,BAS1,ADE16,YLR028C,YALI0_D24409g
842,BAS1,SHM2,YLR058C,YALI0_E16346g
843,BAS1,ORM2,YLR350W,YALI0_B18150g
844,BAS1,PHO84,YML123C,YALI0_A21307g
845,BAS1,ADE17,YMR120C,YALI0_D24409g
846,BAS1,ADE4,YMR300C,YALI0_B15304g
847,BAS1,ADE2,YOR128C,YALI0_B23188g
848,BAS1,PTA1,YAL043C,YALI0_F03883g
849,BAS1,BDH2,YAL061W,YALI0_E12463g
851,BAS1,RAD16,YBR114W,YALI0_F01232g
852,BAS1,PTP1,YDL230W,YALI0_F30943g
853,BAS1,GAL3,YDR009W,YALI0_C13090g
854,BAS1,SNQ2,YDR011W,YALI0_F17996g
855,BAS1,GCV1,YDR019C,YALI0_F02849g
856,BAS1,ADE8,YDR408C,YALI0_D03069g
857,BAS1,PHM8,YER037W,YALI0_F26785g
858,BAS1,HIS1,YER055C,YALI0_C05170g
859,BAS1,RNR4,YGR180C,YALI0_B03630g
860,BAS1,TDH3,YGR192C,YALI0_C06369g
861,BAS1,ENO2,YHR174W,YALI0_F16819g
862,BAS1,RNR3,YIL066C,YALI0_F31735g
863,BAS1,ARG3,YJL088W,YALI0_D14894g
864,BAS1,URA2,YJL130C,YALI0_E09493g
865,BAS1,LCB3,YJL134W,YALI0_E21197g
866,BAS1,PIR1,YKL164C,YALI0_B20306g
867,BAS1,UTH1,YKR042W,YALI0_E33539g
868,BAS1,MTD1,YKR080W,YALI0_B12078g
869,BAS1,ISA1,YLL027W,YALI0_E19206g
870,BAS1,TPO1,YLL028W,YALI0_F07062g
871,BAS1,RSO55,YLR281C,YALI0_E22759g
872,BAS1,CTS1,YLR286C,YALI0_D22396g
873,BAS1,NTE1,YML059C,YALI0_B11044g
874,BAS1,NAT4,YMR069W,YALI0_B00638g
875,BAS1,GID8,YMR135C,YALI0_D10791g
876,BAS1,GCV2,YMR189W,YALI0_A09856g
877,BAS1,PRM15,YMR278W,YALI0_E02244g
878,BAS1,PHM7,YOL084W,YALI0_F10461g
879,BAS1,PUT4,YOR348C,YALI0_B09537g
880,BAS1,GUP2,YPL189W,YALI0_E30283g
881,BAS1,ARB1,YER036C,YALI0_D22803g
882,BAS1,FLC2,YAL053W,YALI0_C02409g
883,BAS1,BDH1,YAL060W,YALI0_B12386g
885,BAS1,RFC5,YBR087W,YALI0_C21692g
887,BAS1,DAS2,YDR020C,YALI0_F02717g
888,BAS1,YFT2,YDR319C,YALI0_C24145g
889,BAS1,GDA1,YEL042W,YALI0_C17941g
890,BAS1,GLY1,YEL046C,YALI0_A21417g
891,BAS1,SNZ3,YFL059W,YALI0_C24255g
892,BAS1,SNO3,YFL060C,YALI0_E20603g
893,BAS1,CDC20,YGL116W,YALI0_C03377g
894,BAS1,RPL1B,YGL135W,YALI0_E31911g
895,BAS1,STR3,YGL184C,YALI0_D00605g
896,BAS1,PSD2,YGR170W,YALI0_D03480g
897,BAS1,QCR9,YGR183C,YALI0_B01540g
898,BAS1,ADE3,YGR204W,YALI0_E01056g
899,BAS1,HIS5,YIL116W,YALI0_E01254g
900,BAS1,GSH1,YJL101C,YALI0_E30129g
901,BAS1,LHS1,YKL073W,YALI0_E13255g
902,BAS1,OAC1,YKL120W,YALI0_E04048g
903,BAS1,JEN1,YKL217W,YALI0_D24607g
904,BAS1,MNL2,YLR057W,YALI0_D20174g
905,BAS1,FRS1,YLR060W,YALI0_E22979g
906,BAS1,RPL22A,YLR061W,YALI0_E32208g
907,BAS1,APC2,YLR127C,YALI0_E04983g
908,BAS1,ADE13,YLR359W,YALI0_B17402g
909,BAS1,AFG2,YLR397C,YALI0_E06655g
910,BAS1,CAT2,YML042W,YALI0_B10340g
911,BAS1,ATP25,YMR098C,YALI0_E01672g
912,BAS1,DPI35,YMR130W,YALI0_C14564g
913,BAS1,HSC82,YMR186W,YALI0_C07953g
915,BAS1,IDP3,YNL009W,YALI0_F04095g
916,BAS1,SRP1,YNL189W,YALI0_F28501g
917,BAS1,VTC3,YPL019C,YALI0_C10252g
918,BAS1,GRS2,YPR081C,YALI0_E14597g
919,BAS1,KIN3,YAR018C,YALI0_E34067g
920,BAS1,ILV5,YLR355C,YALI0_D03135g
921,BAS1,ATG33,YLR356W,YALI0_F11363g
922,BAS1,HIS7,YBR248C,YALI0_C07128g
923,CAT8,ACS1,YAL054C,YALI0_F05962g
924,CAT8,ACH1,YBL015W,YALI0_E30965g
925,CAT8,CIT2,YCR005C,YALI0_E02684g
926,CAT8,ADY2,YCR010C,YALI0_C23617g
927,CAT8,DLD1,YDL174C,YALI0_E03212g
928,CAT8,GDH2,YDL215C,YALI0_E09603g
929,CAT8,ATO3,YDR384C,YALI0_F13145g
930,CAT8,ICL1,YER065C,YALI0_C16885g
931,CAT8,JEN1,YKL217W,YALI0_D24607g
932,CAT8,PCK1,YKR097W,YALI0_C16995g
933,CAT8,DIC1,YLR348C,YALI0_B03344g
934,CAT8,FBP1,YLR377C,YALI0_A15972g
935,CAT8,ADH2,YMR303C,YALI0_A16379g
936,CAT8,MLS1,YNL117W,YALI0_E15708g
937,CAT8,MDH2,YOL126C,YALI0_E14190g
938,CAT8,PUT4,YOR348C,YALI0_B09537g
939,CAT8,TPK1,YJL164C,YALI0_C08305g
940,CAT8,YAT1,YAR035W,YALI0_F21197g
941,CAT8,MDH3,YDL078C,YALI0_D16753g
942,CAT8,YAT2,YER024W,YALI0_F21197g
943,CAT8,SFC1,YJR095W,YALI0_E34672g
944,CAT8,CWP1,YKL096W,YALI0_E26125g
945,CAT8,IDP2,YLR174W,YALI0_F04095g
946,CAT8,CAT2,YML042W,YALI0_B10340g
947,CAT8,CRC1,YOR100C,YALI0_C02431g
948,CAT8,INO1,YJL153C,YALI0_B04312g
949,CAT8,SDH1,YKL148C,YALI0_D11374g
950,CAT8,RKI1,YOR095C,YALI0_B06941g
951,CAT8,YME1,YPR024W,YALI0_B01386g
952,CBF1,PHO5,YBR093C,YALI0_C06930g
953,CBF1,PHO8,YDR481C,YALI0_F16709g
954,CBF1,VTC4,YJL012C,YALI0_C10945g
955,CBF1,SNA3,YJL151C,YALI0_B20966g
956,CBF1,INO1,YJL153C,YALI0_B04312g
957,CBF1,MET17,YLR303W,YALI0_D25168g
958,CBF1,PHO84,YML123C,YALI0_A21307g
959,CBF1,MET2,YNL277W,YALI0_E00836g
960,CBF1,VTC3,YPL019C,YALI0_C10252g
961,CBF1,MET16,YPR167C,YALI0_B08140g
962,CBF1,PDC6,YGR087C,YALI0_D10131g
963,CBF1,TFC3,YAL001C,YALI0_C22231g
964,CBF1,EFB1,YAL003W,YALI0_F09669g
965,CBF1,SSA1,YAL005C,YALI0_D08184g
966,CBF1,CYS3,YAL012W,YALI0_F05874g
967,CBF1,DEP1,YAL013W,YALI0_F05896g
968,CBF1,CDC19,YAL038W,YALI0_F09185g
969,CBF1,ACS1,YAL054C,YALI0_F05962g
970,CBF1,GDH3,YAL062W,YALI0_F17820g
971,CBF1,PHO11,YAR071W,YALI0_C06930g
972,CBF1,ACH1,YBL015W,YALI0_E30965g
974,CBF1,PRS4,YBL068W,YALI0_E32351g
975,CBF1,MNN2,YBR015C,YALI0_A13585g
977,CBF1,ATP3,YBR039W,YALI0_F02893g
978,CBF1,ALG14,YBR070C,YALI0_B11440g
979,CBF1,UBC4,YBR082C,YALI0_D15312g
980,CBF1,NHP6B,YBR089C-A,YALI0_C11671g
981,CBF1,TIM12,YBR091C,YALI0_E06237g
982,CBF1,ADH5,YBR145W,YALI0_A16379g
983,CBF1,PCS60,YBR222C,YALI0_E12859g
984,CBF1,TDP1,YBR223C,YALI0_D07590g
985,CBF1,HIS7,YBR248C,YALI0_C07128g
986,CBF1,ARO4,YBR249C,YALI0_C06952g
987,CBF1,GRX1,YCL035C,YALI0_C05467g
988,CBF1,GLK1,YCL040W,YALI0_E15488g
989,CBF1,PDI1,YCL043C,YALI0_E03036g
990,CBF1,ADP1,YCR011C,YALI0_E14729g
991,CBF1,PGK1,YCR012W,YALI0_D12400g
992,CBF1,ABP1,YCR088W,YALI0_B14102g
993,CBF1,MSH3,YCR092C,YALI0_F00154g
994,CBF1,CDC39,YCR093W,YALI0_F23045g
995,CBF1,LHP1,YDL051W,YALI0_E18854g
996,CBF1,SLC1,YDL052C,YALI0_E18964g
997,CBF1,USO1,YDL058W,YALI0_F02387g
998,CBF1,RAD59,YDL059C,YALI0_F02431g
999,CBF1,BRE1,YDL074C,YALI0_B09559g
1000,CBF1,RPS16B,YDL083C,YALI0_B12848g
1001,CBF1,SRP14,YDL092W,YALI0_F24013g
1002,CBF1,RPN6,YDL097C,YALI0_D08976g
1003,CBF1,TRM3,YDL112W,YALI0_D10989g
1004,CBF1,ATG20,YDL113C,YALI0_D07678g
1005,CBF1,YFH1,YDL120W,YALI0_E15268g
1006,CBF1,STE7,YDL159W,YALI0_D19470g
1007,CBF1,GDH2,YDL215C,YALI0_E09603g
1008,CBF1,SOK1,YDR006C,YALI0_D15862g
1009,CBF1,TRP1,YDR007W,YALI0_B07667g
1010,CBF1,SES1,YDR023W,YALI0_F02629g
1011,CBF1,CDC34,YDR054C,YALI0_C06149g
1012,CBF1,PST1,YDR055W,YALI0_D07480g
1014,CBF1,MRX14,YDR115W,YALI0_D12793g
1015,CBF1,RVB1,YDR190C,YALI0_C21868g
1016,CBF1,HST4,YDR191W,YALI0_C23034g
1017,CBF1,VHS1,YDR247W,YALI0_B13178g
1018,CBF1,MET32,YDR253C,YALI0_E16973g
1019,CBF1,CHL4,YDR254W,YALI0_A03531g
1020,CBF1,CIA1,YDR267C,YALI0_C18381g
1021,CBF1,YPR1,YDR368W,YALI0_B07117g
1022,CBF1,RPP2B,YDR382W,YALI0_F05808g
1023,CBF1,NCB2,YDR397C,YALI0_E16294g
1024,CBF1,PDR15,YDR406W,YALI0_E14729g
