,gene_a,gene_b,score_a2b,score_b2a
455,YALI0_A14586g,YALI1_A14390g,1290.0,1290.0
456,YALI0_A14608g,YALI1_A14513g,2517.0,2517.0
457,YALI0_A14630g,YALI1_A14568g,1077.0,1077.0
458,YALI0_A14707g,YALI1_A14658g,3561.0,3561.0
459,YALI0_A14740g,YALI1_A14670g,932.0,932.0
460,YALI0_A14762g,YALI1_A14703g,462.0,462.0
461,YALI0_A14784g,YALI1_A14721g,336.0,336.0
462,YALI0_A14806g,YALI1_A14736g,978.0,978.0
463,YALI0_A14839g,YALI1_A14783g,2216.0,2216.0
464,YALI0_A14861g,YALI1_A14826g,2255.0,2255.0
465,YALI0_A14883g,YALI1_A14882g,1318.0,1318.0
466,YALI0_A14905g,YALI1_A14922g,765.0,765.0
467,YALI0_A14927g,YALI1_A14989g,383.0,383.0
468,YALI0_A14949g,YALI1_A14999g,205.0,205.0
469,YALI0_A15059g,YALI1_A15073g,462.0,462.0
470,YALI0_A15081g,YALI1_A15079g,461.0,461.0
471,YALI0_A15103g,YALI1_A15105g,1140.0,1140.0
472,YALI0_A15125g,YALI1_A15132g,1197.0,1197.0
473,YALI0_A15147g,YALI1_A15227g,714.0,714.0
474,YALI0_A15169g,YALI1_A15274g,972.0,972.0
475,YALI0_A15257g,YALI1_A15349g,1264.0,1264.0
476,YALI0_A15345g,YALI1_A15414g,1317.0,1317.0
477,YALI0_A15378g,YALI1_A15461g,312.0,312.0
478,YALI0_A15400g,YALI1_A15482g,368.0,368.0
479,YALI0_A15422g,YALI1_A15497g,459.0,459.0
480,YALI0_A15433g,YALI1_A15507g,172.0,172.0
481,YALI0_A15444g,YALI1_A15515g,376.0,376.0
482,YALI0_A15466g,YALI1_A15528g,364.0,364.0
483,YALI0_A15488g,YALI1_A15544g,1098.0,1098.0
484,YALI0_A15554g,YALI1_A15584g,1241.0,1241.0
485,YALI0_A15576g,YALI1_A15624g,1319.0,1319.0
486,YALI0_A15686g,YALI1_A15720g,2009.0,2009.0
487,YALI0_A15708g,YALI1_A15722g,1021.0,1021.0
488,YALI0_A15752g,YALI1_A15766g,251.0,251.0
489,YALI0_A15774g,YALI1_A15784g,943.0,943.0
490,YALI0_A15796g,YALI1_A15813g,335.0,337.0
491,YALI0_A15884g,YALI1_A15846g,462.0,462.0
492,YALI0_A15950g,YALI1_A15879g,1747.0,1747.0
493,YALI0_A15972g,YALI1_A15925g,686.0,686.0
494,YALI0_A16016g,YALI1_A15961g,297.0,297.0
495,YALI0_A16038g,YALI1_A15978g,607.0,607.0
496,YALI0_A16060g,YALI1_A16004g,988.0,988.0
497,YALI0_A16082g,YALI1_A16028g,335.0,335.0
498,YALI0_A16148g,YALI1_A16075g,276.0,276.0
499,YALI0_A16170g,YALI1_A16095g,632.0,632.0
500,YALI0_A16214g,YALI1_A16121g,717.0,717.0
501,YALI0_A16291g,YALI1_A16215g,1393.0,1368.0
502,YALI0_A16313g,YALI1_A16264g,345.0,345.0
503,YALI0_A16379g,YALI1_A16292g,714.0,714.0
504,YALI0_A16423g,YALI1_A16392g,2271.0,2271.0
505,YALI0_A16445g,YALI1_A16422g,1404.0,1404.0
506,YALI0_A16467g,YALI1_A16461g,205.0,205.0
507,YALI0_A16489g,YALI1_A16466g,649.0,649.0
508,YALI0_A16511g,YALI1_A16485g,333.0,333.0
509,YALI0_A16566g,YALI1_A16501g,181.0,181.0
510,YALI0_A16588g,YALI1_A16509g,3336.0,3336.0
511,YALI0_A16610g,YALI1_A16618g,1262.0,1262.0
512,YALI0_A16698g,YALI1_A16642g,757.0,757.0
513,YALI0_A16720g,YALI1_A16681g,1397.0,1397.0
514,YALI0_A16775g,YALI1_A16745g,288.0,288.0
515,YALI0_A16797g,YALI1_A16770g,1296.0,1296.0
516,YALI0_A16819g,YALI1_A16787g,934.0,934.0
517,YALI0_A16841g,YALI1_A16891g,923.0,923.0
518,YALI0_A16863g,YALI1_A16988g,612.0,612.0
519,YALI0_A17020g,YALI1_A17085g,2843.0,2843.0
520,YALI0_A17039g,YALI1_A17118g,357.0,357.0
521,YALI0_A17061g,YALI1_A17123g,228.0,228.0
522,YALI0_A17127g,YALI1_A17177g,3239.0,3239.0
523,YALI0_A17149g,YALI1_A17234g,1372.0,1372.0
524,YALI0_A17171g,YALI1_A17289g,2905.0,2905.0
525,YALI0_A17193g,YALI1_A17328g,1050.0,1050.0
526,YALI0_A17215g,YALI1_A17348g,627.0,627.0
527,YALI0_A17237g,YALI1_A17383g,306.0,306.0
528,YALI0_A17259g,YALI1_A17401g,411.0,411.0
529,YALI0_A17281g,YALI1_A17419g,719.0,719.0
530,YALI0_A17292g,YALI1_A17433g,729.0,729.0
531,YALI0_A17314g,YALI1_A17450g,793.0,793.0
532,YALI0_A17336g,YALI1_A17470g,398.0,398.0
533,YALI0_A17358g,YALI1_A17486g,1018.0,1018.0
534,YALI0_A17380g,YALI1_A17511g,546.0,546.0
535,YALI0_A17424g,YALI1_A17515g,1107.0,1107.0
536,YALI0_A17446g,YALI1_A17546g,459.0,459.0
537,YALI0_A17468g,YALI1_A17570g,689.0,689.0
538,YALI0_A17490g,YALI1_A17583g,1179.0,1179.0
539,YALI0_A17512g,YALI1_A17622g,1290.0,1290.0
540,YALI0_A17534g,YALI1_A17640g,1030.0,1030.0
541,YALI0_A17556g,YALI1_A17651g,430.0,430.0
542,YALI0_A17578g,YALI1_A17671g,2502.0,2502.0
543,YALI0_A17600g,YALI1_A17720g,702.0,702.0
544,YALI0_A17666g,YALI1_A17749g,1054.0,1054.0
545,YALI0_A17776g,YALI1_A17824g,1998.0,1998.0
546,YALI0_A17809g,YALI1_A17927g,1812.0,1812.0
547,YALI0_A17831g,YALI1_A17957g,374.0,374.0
548,YALI0_A17853g,YALI1_A18036g,1436.0,1436.0
549,YALI0_A17875g,YALI1_A18062g,1099.0,1099.0
550,YALI0_A17897g,YALI1_A18076g,383.0,383.0
551,YALI0_A17919g,YALI1_A18133g,963.0,963.0
552,YALI0_A17941g,YALI1_A18166g,1271.0,1271.0
553,YALI0_A17946g,YALI1_A18188g,194.0,194.0
554,YALI0_A17985g,YALI1_A18273g,1323.0,1323.0
555,YALI0_A18007g,YALI1_A18286g,1095.0,1095.0
556,YALI0_A18029g,YALI1_A18315g,368.0,368.0
557,YALI0_A18062g,YALI1_A18344g,1058.0,1058.0
558,YALI0_A18139g,YALI1_A18414g,1586.0,1586.0
559,YALI0_A18161g,YALI1_A18439g,784.0,784.0
560,YALI0_A18183g,YALI1_A18514g,1123.0,1123.0
561,YALI0_A18205g,YALI1_A18557g,548.0,548.0
562,YALI0_A18227g,YALI1_A18622g,588.0,588.0
563,YALI0_A18249g,YALI1_A18660g,703.0,703.0
564,YALI0_A18271g,YALI1_A18752g,2036.0,2036.0
565,YALI0_A18293g,YALI1_A18805g,805.0,805.0
566,YALI0_A18315g,YALI1_A18817g,410.0,410.0
567,YALI0_A18337g,YALI1_A18847g,476.0,476.0
568,YALI0_A18359g,YALI1_A18897g,779.0,779.0
569,YALI0_A18381g,YALI1_A18915g,1797.0,1797.0
570,YALI0_A18403g,YALI1_A19025g,1461.0,1461.0
571,YALI0_A18425g,YALI1_A19070g,1098.0,1098.0
572,YALI0_A18469g,YALI1_A19214g,583.0,583.0
573,YALI0_A18524g,YALI1_A19398g,568.0,568.0
574,YALI0_A18546g,YALI1_A19419g,231.0,231.0
575,YALI0_A18568g,YALI1_A19428g,729.0,729.0
576,YALI0_A18590g,YALI1_A19459g,1009.0,1009.0
577,YALI0_A18612g,YALI1_A19483g,535.0,535.0
578,YALI0_A18634g,YALI1_A19515g,1037.0,1037.0
579,YALI0_A18656g,YALI1_A19526g,264.0,264.0
580,YALI0_A18678g,YALI1_A19549g,417.0,417.0
581,YALI0_A18700g,YALI1_A19563g,1505.0,1505.0
582,YALI0_A18722g,YALI1_A19595g,508.0,508.0
583,YALI0_A18744g,YALI1_A19675g,1746.0,1746.0
584,YALI0_A18766g,YALI1_A19725g,1794.0,1794.0
585,YALI0_A18788g,YALI1_A19731g,814.0,814.0
586,YALI0_A18810g,YALI1_A19759g,1026.0,1026.0
587,YALI0_A18832g,YALI1_A19795g,1154.0,1154.0
588,YALI0_A18898g,YALI1_A19829g,959.0,959.0
589,YALI0_A18920g,YALI1_A19862g,1151.0,1151.0
590,YALI0_A18942g,YALI1_A19885g,376.0,376.0
591,YALI0_A18964g,YALI1_A19898g,409.0,409.0
592,YALI0_A18986g,YALI1_A19924g,1150.0,1150.0
593,YALI0_A19008g,YALI1_A19965g,1963.0,1963.0
594,YALI0_A19030g,YALI1_A19974g,212.0,212.0
595,YALI0_A19052g,YALI1_A19989g,1868.0,1868.0
596,YALI0_A19074g,YALI1_A20063g,3102.0,3102.0
597,YALI0_A19096g,YALI1_A20089g,654.0,654.0
598,YALI0_A19118g,YALI1_A20113g,415.0,415.0
599,YALI0_A19140g,YALI1_A20129g,518.0,518.0
600,YALI0_A19162g,YALI1_A20131g,884.0,884.0
601,YALI0_A19184g,YALI1_A20149g,691.0,691.0
602,YALI0_A19206g,YALI1_A20176g,845.0,845.0
603,YALI0_A19228g,YALI1_A20201g,929.0,929.0
604,YALI0_A19250g,YALI1_A20221g,445.0,445.0
605,YALI0_A19272g,YALI1_A20229g,381.0,381.0
606,YALI0_A19316g,YALI1_A20247g,142.0,142.0
607,YALI0_A19338g,YALI1_A20258g,249.0,249.0
608,YALI0_A19360g,YALI1_A20283g,1056.0,1056.0
609,YALI0_A19404g,YALI1_A20320g,1548.0,1548.0
610,YALI0_A19426g,YALI1_A20370g,453.0,453.0
611,YALI0_A19448g,YALI1_A20398g,947.0,947.0
612,YALI0_A19470g,YALI1_A20408g,1473.0,1473.0
613,YALI0_A19492g,YALI1_A20441g,283.0,283.0
614,YALI0_A19514g,YALI1_A20453g,1212.0,1212.0
615,YALI0_A19536g,YALI1_A20484g,726.0,726.0
616,YALI0_A19558g,YALI1_A20528g,1119.0,1119.0
617,YALI0_A19580g,YALI1_A20558g,2681.0,2681.0
618,YALI0_A19602g,YALI1_A20602g,292.0,292.0
619,YALI0_A19624g,YALI1_A20611g,522.0,522.0
620,YALI0_A19646g,YALI1_A20631g,1289.0,1289.0
621,YALI0_A19668g,YALI1_A20685g,1680.0,1680.0
622,YALI0_A19690g,YALI1_A20739g,392.0,392.0
623,YALI0_A19712g,YALI1_A20793g,1291.0,1291.0
624,YALI0_A19734g,YALI1_A20822g,1020.0,1020.0
625,YALI0_A19756g,YALI1_A20849g,259.0,259.0
626,YALI0_A19778g,YALI1_A20855g,1316.0,1316.0
627,YALI0_A19800g,YALI1_A20884g,586.0,586.0
628,YALI0_A19822g,YALI1_A20902g,759.0,759.0
629,YALI0_A19844g,YALI1_A20937g,1469.0,1469.0
630,YALI0_A19866g,YALI1_A20965g,306.0,306.0
631,YALI0_A19888g,YALI1_A20995g,855.0,855.0
632,YALI0_A19910g,YALI1_A21000g,592.0,592.0
633,YALI0_A19932g,YALI1_A21021g,363.0,363.0
634,YALI0_A19954g,YALI1_A21040g,998.0,998.0
635,YALI0_A19976g,YALI1_A21043g,348.0,348.0
636,YALI0_A19998g,YALI1_A21057g,1923.0,1923.0
637,YALI0_A20064g,YALI1_A21106g,823.0,823.0
638,YALI0_A20086g,YALI1_A21120g,873.0,873.0
639,YALI0_A20108g,YALI1_A21156g,1474.0,1474.0
640,YALI0_A20130g,YALI1_A21175g,1078.0,1078.0
641,YALI0_A20152g,YALI1_A21203g,1753.0,1753.0
642,YALI0_A20174g,YALI1_A21236g,1625.0,1625.0
643,YALI0_A20207g,YALI1_A21265g,555.0,555.0
644,YALI0_A20273g,YALI1_A21283g,1448.0,1448.0
645,YALI0_A20295g,YALI1_A21311g,451.0,451.0
646,YALI0_A20328g,YALI1_A21345g,1518.0,1518.0
647,YALI0_A20350g,YALI1_A21372g,695.0,695.0
648,YALI0_A20372g,YALI1_A21409g,1802.0,1802.0
649,YALI0_A20394g,YALI1_A21420g,306.0,306.0
650,YALI0_A20416g,YALI1_A21449g,1646.0,1646.0
651,YALI0_A20438g,YALI1_A21477g,1005.0,1005.0
652,YALI0_A20460g,YALI1_A21499g,325.0,325.0
653,YALI0_A20482g,YALI1_A21509g,896.0,896.0
654,YALI0_A20504g,YALI1_A21550g,1908.0,1908.0
655,YALI0_A20518g,YALI1_A21554g,402.0,402.0
656,YALI0_A20526g,YALI1_A21565g,619.0,619.0
657,YALI0_A20548g,YALI1_A21594g,827.0,827.0
658,YALI0_A20570g,YALI1_A21617g,638.0,638.0
659,YALI0_A20592g,YALI1_A21620g,437.0,437.0
660,YALI0_A20614g,YALI1_A21630g,1020.0,1020.0
661,YALI0_A20636g,YALI1_A21654g,1853.0,1853.0
662,YALI0_A20658g,YALI1_A21696g,996.0,996.0
663,YALI0_A20680g,YALI1_A21711g,321.0,321.0
664,YALI0_A20702g,YALI1_A21720g,1029.0,1029.0
665,YALI0_A20724g,YALI1_A21746g,831.0,831.0
666,YALI0_A20746g,YALI1_A21775g,290.0,290.0
667,YALI0_A20768g,YALI1_A21797g,1961.0,1961.0
668,YALI0_A20790g,YALI1_A21835g,606.0,606.0
669,YALI0_A20812g,YALI1_A21871g,1001.0,1001.0
670,YALI0_A20834g,YALI1_A21913g,1489.0,1489.0
671,YALI0_A20867g,YALI1_A21919g,446.0,446.0
672,YALI0_A20900g,YALI1_A21945g,1291.0,1291.0
673,YALI0_A20922g,YALI1_A21970g,830.0,830.0
674,YALI0_A20944g,YALI1_A21993g,602.0,602.0
675,YALI0_A20966g,YALI1_A22008g,280.0,280.0
676,YALI0_A20988g,YALI1_A22023g,601.0,601.0
677,YALI0_A21010g,YALI1_A22027g,237.0,237.0
678,YALI0_A21076g,YALI1_A22073g,1855.0,1855.0
679,YALI0_A21098g,YALI1_A22093g,334.0,334.0
680,YALI0_A21120g,YALI1_A22105g,540.0,540.0
681,YALI0_A21131g,YALI1_A22111g,1130.0,1130.0
682,YALI0_A21153g,YALI1_A22129g,419.0,419.0
683,YALI0_A21175g,YALI1_A22137g,1204.0,1204.0
684,YALI0_A21197g,YALI1_A22157g,1427.0,1427.0
685,YALI0_A21241g,YALI1_A22192g,1088.0,1088.0
686,YALI0_A21263g,YALI1_A22228g,1087.0,1087.0
687,YALI0_A21285g,YALI1_A22236g,902.0,902.0
688,YALI0_A21307g,YALI1_A22275g,1190.0,1190.0
689,YALI0_A21351g,YALI1_A22369g,177.0,177.0
690,YALI0_A21373g,YALI1_A22393g,803.0,803.0
691,YALI0_A21395g,YALI1_A22415g,728.0,728.0
692,YALI0_A21417g,YALI1_A22440g,739.0,739.0
693,YALI0_A21439g,YALI1_A22454g,769.0,769.0
694,YALI0_A21461g,YALI1_A22496g,1256.0,1256.0
695,YALI0_B00110g,YALI1_B00049g,351.0,351.0
696,YALI0_B00132g,YALI1_B00082g,957.0,957.0
697,YALI0_B00154g,YALI1_B00133g,1056.0,1056.0
698,YALI0_B00198g,YALI1_B00198g,2011.0,2011.0
699,YALI0_B00220g,YALI1_B00214g,858.0,858.0
700,YALI0_B00264g,YALI1_B00242g,538.0,538.0
701,YALI0_B00286g,YALI1_B00273g,1197.0,1197.0
702,YALI0_B00308g,YALI1_B00280g,515.0,515.0
703,YALI0_B00374g,YALI1_B00329g,779.0,779.0
704,YALI0_B00396g,YALI1_B00357g,1184.0,1184.0
705,YALI0_B00418g,YALI1_B00419g,163.0,163.0
706,YALI0_B00440g,YALI1_B00429g,536.0,536.0
707,YALI0_B00462g,YALI1_B00448g,793.0,793.0
708,YALI0_B00528g,YALI1_B00525g,1909.0,1909.0
709,YALI0_B00550g,YALI1_B00539g,513.0,513.0
710,YALI0_B00572g,YALI1_B00578g,1215.0,1215.0
711,YALI0_B00594g,YALI1_B00611g,1618.0,1618.0
712,YALI0_B00616g,YALI1_B00675g,1217.0,1217.0
713,YALI0_B00638g,YALI1_B01325g,270.0,270.0
714,YALI0_B00660g,YALI1_B01317g,674.0,674.0
715,YALI0_B00682g,YALI1_B01223g,339.0,339.0
716,YALI0_B00704g,YALI1_B01136g,246.0,246.0
717,YALI0_B00726g,YALI1_B01084g,716.0,716.0
718,YALI0_B00748g,YALI1_B01030g,667.0,667.0
719,YALI0_B00770g,YALI1_B00977g,289.0,289.0
720,YALI0_B00792g,YALI1_B00908g,290.0,290.0
721,YALI0_B00814g,YALI1_B00829g,492.0,492.0
722,YALI0_B00836g,YALI1_B01428g,763.0,763.0
723,YALI0_B00858g,YALI1_B01464g,525.0,525.0
724,YALI0_B00880g,YALI1_B01511g,1194.0,1194.0
725,YALI0_B00902g,YALI1_B01552g,898.0,898.0
726,YALI0_B00924g,YALI1_B01578g,313.0,313.0
727,YALI0_B00946g,YALI1_B01628g,1030.0,1030.0
728,YALI0_B00968g,YALI1_B01644g,991.0,991.0
729,YALI0_B00990g,YALI1_B01698g,1333.0,1333.0
730,YALI0_B01012g,YALI1_B01711g,389.0,389.0
731,YALI0_B01034g,YALI1_B01752g,636.0,636.0
732,YALI0_B01056g,YALI1_B01813g,2145.0,2145.0
733,YALI0_B01078g,YALI1_B01839g,1880.0,1880.0
734,YALI0_B01100g,YALI1_B01878g,316.0,316.0
735,YALI0_B01144g,YALI1_B01903g,313.0,313.0
736,YALI0_B01166g,YALI1_B01962g,1136.0,1136.0
737,YALI0_B01188g,YALI1_B02011g,579.0,579.0
738,YALI0_B01210g,YALI1_B02047g,919.0,919.0
739,YALI0_B01224g,YALI1_B02091g,2881.0,2881.0
740,YALI0_B01254g,YALI1_B02149g,393.0,393.0
741,YALI0_B01276g,YALI1_B02177g,697.0,697.0
742,YALI0_B01298g,YALI1_B02194g,1103.0,1103.0
743,YALI0_B01320g,YALI1_B02228g,1772.0,1772.0
744,YALI0_B01342g,YALI1_B02283g,1147.0,1147.0
745,YALI0_B01364g,YALI1_B02345g,1574.0,1574.0
746,YALI0_B01386g,YALI1_B02375g,1462.0,1462.0
747,YALI0_B01408g,YALI1_B02415g,1164.0,1164.0
748,YALI0_B01430g,YALI1_B02430g,1117.0,1117.0
749,YALI0_B01452g,YALI1_B02465g,962.0,962.0
750,YALI0_B01474g,YALI1_B02472g,575.0,575.0
751,YALI0_B01540g,YALI1_B02487g,140.0,140.0
752,YALI0_B01562g,YALI1_B02496g,595.0,595.0
753,YALI0_B01584g,YALI1_B02506g,772.0,772.0
754,YALI0_B01606g,YALI1_B02533g,793.0,793.0
755,YALI0_B01628g,YALI1_B02550g,1981.0,1981.0
756,YALI0_B01650g,YALI1_B02604g,298.0,298.0
757,YALI0_B01672g,YALI1_B02637g,902.0,902.0
758,YALI0_B01694g,YALI1_B02642g,1297.0,1297.0
759,YALI0_B01716g,YALI1_B02672g,471.0,471.0
760,YALI0_B01738g,YALI1_B02696g,746.0,746.0
761,YALI0_B01760g,YALI1_B02717g,432.0,432.0
762,YALI0_B01771g,YALI1_B02733g,1134.0,1134.0
763,YALI0_B01782g,YALI1_B02767g,912.0,912.0
764,YALI0_B01804g,YALI1_B02781g,583.0,583.0
765,YALI0_B01826g,YALI1_B02806g,401.0,401.0
766,YALI0_B01848g,YALI1_B02833g,1099.0,1099.0
767,YALI0_B01870g,YALI1_B02874g,1270.0,1270.0
768,YALI0_B01892g,YALI1_B02881g,622.0,622.0
769,YALI0_B01914g,YALI1_B02910g,1209.0,1209.0
770,YALI0_B01980g,YALI1_B02931g,922.0,922.0
771,YALI0_B02002g,YALI1_B02991g,2546.0,2546.0
772,YALI0_B02024g,YALI1_B03021g,462.0,462.0
773,YALI0_B02046g,YALI1_B03041g,780.0,780.0
774,YALI0_B02068g,YALI1_B03043g,396.0,396.0
775,YALI0_B02090g,YALI1_B03085g,1816.0,1816.0
776,YALI0_B02112g,YALI1_B03120g,381.0,381.0
777,YALI0_B02156g,YALI1_B03168g,227.0,227.0
778,YALI0_B02178g,YALI1_B03198g,898.0,898.0
779,YALI0_B02200g,YALI1_B03225g,659.0,659.0
780,YALI0_B02222g,YALI1_B03314g,335.0,335.0
781,YALI0_B02244g,YALI1_B03335g,433.0,433.0
782,YALI0_B02266g,YALI1_B03404g,1855.0,1855.0
783,YALI0_B02310g,YALI1_B03610g,266.0,266.0
784,YALI0_B02332g,YALI1_B03644g,2132.0,2132.0
785,YALI0_B02376g,YALI1_B03719g,1994.0,1994.0
786,YALI0_B02398g,YALI1_B03761g,1637.0,1637.0
787,YALI0_B02409g,YALI1_B03797g,168.0,168.0
788,YALI0_B02420g,YALI1_B03807g,565.0,565.0
789,YALI0_B02442g,YALI1_B03832g,530.0,530.0
790,YALI0_B02464g,YALI1_B03853g,490.0,490.0
791,YALI0_B02544g,YALI1_B03910g,3103.0,3103.0
792,YALI0_B02552g,YALI1_B03963g,1173.0,1173.0
793,YALI0_B02574g,YALI1_B03979g,1568.0,1568.0
794,YALI0_B02596g,YALI1_B04007g,931.0,931.0
795,YALI0_B02662g,YALI1_B04032g,1350.0,1350.0
796,YALI0_B02684g,YALI1_B04068g,2489.0,2489.0
797,YALI0_B02706g,YALI1_B04123g,1043.0,1043.0
798,YALI0_B02728g,YALI1_B04138g,499.0,499.0
799,YALI0_B02750g,YALI1_B04200g,3409.0,3409.0
800,YALI0_B02772g,YALI1_B04212g,888.0,888.0
801,YALI0_B02794g,YALI1_B04228g,781.0,781.0
802,YALI0_B02816g,YALI1_B04248g,1056.0,1056.0
803,YALI0_B02838g,YALI1_B04274g,1798.0,1798.0
804,YALI0_B02852g,YALI1_B04309g,359.0,359.0
805,YALI0_B02860g,YALI1_B04321g,2003.0,2003.0
806,YALI0_B02882g,YALI1_B04370g,1152.0,1152.0
807,YALI0_B02948g,YALI1_B04433g,822.0,822.0
808,YALI0_B02970g,YALI1_B04466g,286.0,286.0
809,YALI0_B02992g,YALI1_B04470g,383.0,383.0
810,YALI0_B03014g,YALI1_B04497g,1083.0,1083.0
811,YALI0_B03036g,YALI1_B04502g,400.0,400.0
812,YALI0_B03058g,YALI1_B04523g,912.0,912.0
813,YALI0_B03080g,YALI1_B04540g,612.0,612.0
814,YALI0_B03102g,YALI1_B04559g,780.0,780.0
815,YALI0_B03124g,YALI1_B04589g,525.0,525.0
816,YALI0_B03146g,YALI1_B04637g,1157.0,1157.0
817,YALI0_B03190g,YALI1_B04747g,611.0,611.0
818,YALI0_B03212g,YALI1_B04753g,415.0,415.0
819,YALI0_B03278g,YALI1_B04779g,644.0,644.0
820,YALI0_B03300g,YALI1_B04781g,905.0,905.0
821,YALI0_B03322g,YALI1_B04803g,492.0,492.0
822,YALI0_B03344g,YALI1_B04831g,665.0,665.0
823,YALI0_B03366g,YALI1_B04853g,402.0,402.0
824,YALI0_B03388g,YALI1_B04873g,872.0,872.0
825,YALI0_B03410g,YALI1_B04901g,844.0,844.0
826,YALI0_B03476g,YALI1_B04937g,1507.0,1507.0
827,YALI0_B03498g,YALI1_B04950g,1216.0,1216.0
828,YALI0_B03520g,YALI1_B04974g,1618.0,1618.0
829,YALI0_B03542g,YALI1_B05005g,441.0,441.0
830,YALI0_B03564g,YALI1_B05024g,640.0,640.0
831,YALI0_B03575g,YALI1_B05043g,444.0,444.0
832,YALI0_B03630g,YALI1_B05072g,830.0,830.0
833,YALI0_B03652g,YALI1_B05106g,518.0,518.0
834,YALI0_B03718g,YALI1_B05185g,3796.0,3796.0
835,YALI0_B03762g,YALI1_B05226g,1393.0,1393.0
836,YALI0_B03784g,YALI1_B05242g,561.0,561.0
837,YALI0_B03850g,YALI1_B05282g,1040.0,1040.0
838,YALI0_B03916g,YALI1_B05295g,394.0,394.0
839,YALI0_B03938g,YALI1_B05313g,811.0,811.0
840,YALI0_B03960g,YALI1_B05350g,1755.0,1755.0
841,YALI0_B03982g,YALI1_B05364g,1023.0,1023.0
842,YALI0_B04004g,YALI1_B05404g,959.0,959.0
843,YALI0_B04026g,YALI1_B05420g,469.0,469.0
844,YALI0_B04048g,YALI1_B05438g,546.0,546.0
845,YALI0_B04070g,YALI1_B05454g,1171.0,1171.0
846,YALI0_B04092g,YALI1_B05483g,592.0,592.0
847,YALI0_B04114g,YALI1_B05497g,311.0,311.0
848,YALI0_B04136g,YALI1_B05520g,660.0,660.0
849,YALI0_B04158g,YALI1_B05522g,1189.0,1189.0
850,YALI0_B04180g,YALI1_B05571g,1970.0,1970.0
851,YALI0_B04202g,YALI1_B05609g,1499.0,1499.0
852,YALI0_B04224g,YALI1_B05646g,211.0,211.0
853,YALI0_B04246g,YALI1_B05690g,290.0,290.0
854,YALI0_B04268g,YALI1_B05711g,1224.0,1224.0
855,YALI0_B04290g,YALI1_B05762g,1787.0,1787.0
856,YALI0_B04312g,YALI1_B05798g,1097.0,1097.0
857,YALI0_B04334g,YALI1_B05832g,2276.0,2276.0
858,YALI0_B04356g,YALI1_B05891g,614.0,614.0
859,YALI0_B04378g,YALI1_B05947g,2258.0,2258.0
860,YALI0_B04400g,YALI1_B05964g,538.0,538.0
861,YALI0_B04422g,YALI1_B05971g,810.0,810.0
862,YALI0_B04444g,YALI1_B05995g,387.0,387.0
863,YALI0_B04466g,YALI1_B06015g,408.0,408.0
864,YALI0_B04488g,YALI1_B06028g,3061.0,3061.0
865,YALI0_B04510g,YALI1_B06110g,669.0,669.0
866,YALI0_B04532g,YALI1_B06245g,1011.0,1011.0
867,YALI0_B04554g,YALI1_B06264g,350.0,350.0
868,YALI0_B04598g,YALI1_B06315g,1900.0,1900.0
869,YALI0_B04642g,YALI1_B06340g,1824.0,1824.0
870,YALI0_B04708g,YALI1_B06447g,1323.0,1323.0
871,YALI0_B04752g,YALI1_B06487g,325.0,325.0
872,YALI0_B04774g,YALI1_B06489g,946.0,946.0
873,YALI0_B04796g,YALI1_B06607g,588.0,588.0
874,YALI0_B04840g,YALI1_B06704g,747.0,747.0
875,YALI0_B04851g,YALI1_B06735g,220.0,220.0
876,YALI0_B04862g,YALI1_B06745g,1799.0,1799.0
877,YALI0_B04884g,YALI1_B06776g,688.0,688.0
878,YALI0_B04906g,YALI1_B06809g,1194.0,1194.0
879,YALI0_B04928g,YALI1_B06839g,373.0,373.0
880,YALI0_B04950g,YALI1_B06847g,446.0,446.0
881,YALI0_B04994g,YALI1_B06866g,676.0,676.0
882,YALI0_B05038g,YALI1_B06928g,1608.0,1608.0
883,YALI0_B05104g,YALI1_B07076g,845.0,845.0
884,YALI0_B05126g,YALI1_B07094g,1097.0,1097.0
885,YALI0_B05148g,YALI1_B07134g,1600.0,1600.0
886,YALI0_B05170g,YALI1_B07162g,1275.0,1275.0
887,YALI0_B05214g,YALI1_B07210g,505.0,505.0
888,YALI0_B05236g,YALI1_B07220g,1659.0,1659.0
889,YALI0_B05258g,YALI1_B07271g,1546.0,1546.0
890,YALI0_B05280g,YALI1_B07284g,527.0,527.0
891,YALI0_B05302g,YALI1_B07295g,996.0,996.0
892,YALI0_B05346g,YALI1_B07331g,429.0,429.0
893,YALI0_B05368g,YALI1_B07366g,1182.0,1182.0
894,YALI0_B05390g,YALI1_B07374g,843.0,843.0
895,YALI0_B05412g,YALI1_B07399g,523.0,523.0
896,YALI0_B05434g,YALI1_B07413g,434.0,434.0
897,YALI0_B05456g,YALI1_B07444g,1538.0,1538.0
898,YALI0_B05478g,YALI1_B07500g,716.0,716.0
899,YALI0_B05500g,YALI1_B07538g,156.0,156.0
900,YALI0_B05522g,YALI1_B07549g,990.0,990.0
901,YALI0_B05544g,YALI1_B07578g,825.0,825.0
902,YALI0_B05566g,YALI1_B07598g,3143.0,3143.0
903,YALI0_B05610g,YALI1_B07652g,175.0,175.0
904,YALI0_B05632g,YALI1_B07675g,1055.0,1055.0
905,YALI0_B05654g,YALI1_B07696g,808.0,808.0
906,YALI0_B05676g,YALI1_B07735g,1167.0,1167.0
907,YALI0_B05698g,YALI1_B07762g,559.0,559.0
